,yelpid,name,lat,lng,distance miles,price rating,price value,review count,review rating,type,address1,city,state,zip
133,Bf2fuqWbHd3L-X69FSMvmg,El Trompo Taco Bar,43.65591,-79.40227,976.1350788084243,$$,2,315,4.0,Mexican,277 Augusta Ave,Toronto,ON,M5T 2M1
134,jTZYireK6pnPb6Rni0jygw,Wow Sushi,43.6685157490107,-79.3868207931519,921.9535711839452,$$,2,389,4.0,Sushi Bars,11 Charles Street,Toronto,ON,M4Y 1R4
135,hQ66PZ605HFoaHW0dZAmYQ,Wafels & More,43.65469,-79.40175,1080.8668768408795,$,1,73,4.5,Breakfast & Brunch,237 Augusta Avenue,Toronto,ON,M5T 2L8
136,F_oPMHJrH42R67xp5eKtQA,Yummy Korean Food Restaurant,43.66469,-79.4140199,1485.9418783383805,$,1,207,4.0,Korean,620 Bloor Street W,Toronto,ON,M6G 1K7
137,r4uLhd8wBRea8H8sprBLUg,Liuyishou Hotpot Downtown Toronto,43.65169,-79.39796,1300.2442524865544,NO $,0,30,4.0,Hot Pot,254 Spadina Avenue,Toronto,ON,M5T 2C2
138,sa1ZAswk7kEQfg9Mb6iQwQ,L'Unita,43.67431,-79.39668,1236.5802225283023,$$$,3,115,4.5,Italian,134 Avenue Road,Toronto,ON,M5R 2H6
139,8CcmHGUGlEEF2eNvS3ndMg,Hacienda las Américas,43.65688,-79.40703,1166.7175354076012,$$,2,52,4.5,Mexican,424 College Street,Toronto,ON,M5T 1T3
140,ICFYlS9nwsoAyaiRXMu9tQ,Fuwa Fuwa Japanese Pancakes,43.6659512785201,-79.4078764691949,1023.2848600032719,$$,2,239,4.0,Desserts,408 Bloor Street W,Toronto,ON,M5S 2N5
141,XCToZZibnVb64XFJbLDgCQ,Zakkushi,43.64706,-79.40546,1963.461336323556,NO $,0,10,4.0,Japanese,620 Queen Street W,Toronto,ON,M6J 1E4
142,SZuroTnXB7FwOlHp8Jahyg,Aanch Modernist Indian Cuisine,43.64476,-79.39066,2103.007285301734,$$,2,93,4.0,Indian,259 Wellington St W,Toronto,ON,M5V
143,fGurvC5BdOfd5MIuLUQYVA,Dumpling House Restaurant,43.65378,-79.3987,1081.9760239738403,$,1,532,3.5,Chinese,328 Spadina Avenue,Toronto,ON,M5T 2E7
144,dvbcUnKv2awsIxog7dO4vw,Hong Kong Bistro Cafe,43.65348,-79.39686,1097.1244980825443,$,1,89,4.0,Chinese,472 Dundas Street W,Toronto,ON,M5T 1G8
145,CZxAlrWOD4Mu2K7FoAcRaA,Soba Canada,43.6713,-79.38382,1291.9915847935554,$$,2,11,4.0,Japanese,120 Bloor Street E,Toronto,ON,M4W 1B7
146,qaNt4vtVdge_S68DVjw5Jg,The Queen And Beaver Public House,43.65734,-79.38334,1202.81848559686,$$,2,365,4.0,Pubs,35 Elm Street,Toronto,ON,M5G 1H1
147,VA95qAV2PRH9gtTi2Vfv4Q,Trattoria Nervosa,43.67101,-79.39104,937.7730540349659,$$,2,307,3.5,Italian,75 Yorkville Avenue,Toronto,ON,M5R 1B8
148,IvSzF1r0hhTwGS1LGecGmA,Est West Cafe,43.65901,-79.39115,625.0035842067673,$,1,58,4.0,Sandwiches,700 University Ave,Toronto,ON,M5G 1Z5
149,fQwB9Z98YEhkJit7c3z51A,The Carbon Bar,43.6531872633836,-79.3747868765724,2022.4035847486061,$$$,3,355,4.0,Barbeque,99 Queen Street E,Toronto,ON,M5C 1S2
150,sXKDj1yjfWkwhx5AxrgdBw,Yummy Zone,43.66317,-79.38636,748.6549154690538,$,1,24,3.5,Taiwanese,895 Bay Street,Toronto,ON,M5S 3K6
151,OVrNItYaf-AWNGgeJA1Tsw,Cafe CanCan,43.6627153350009,-79.4034854592128,629.0181904371622,$$$,3,83,3.5,French,89 Harbord Street,Toronto,ON,M5S 1G4
152,TR0-w6VoZDAdvFQiq7P2Ug,Millie Creperie,43.6549488110679,-79.3996712565422,979.4268197472753,$,1,358,4.0,Creperies,161 Baldwin Street,Toronto,ON,M5T 1L8
153,yFQCdWr_k1pTObzHPGis9Q,Grasshopper Restaurant,43.65776,-79.4021999,808.2077094019849,$$,2,163,4.0,Vegan,310 College Street,Toronto,ON,M5T 1S2
154,IQ3esF7MvIOCbeVetW51Ng,Harvest Kitchen,43.66278,-79.40437,698.7300985482067,$$,2,178,3.5,Canadian (New),124 Harbord Street,Toronto,ON,M5S 1G8
155,qUWqjjjfpB2-4P3He5rsKw,Levetto,43.65529,-79.39933,934.1800961735414,$$,2,136,4.0,Pizza,382 Spadina Avenue,Toronto,ON,M5T 2G5
156,zHNk2BnANwkvHvaXD7yYsg,Té,43.64575,-79.41964,2741.5434821877675,$$,2,81,4.0,Asian Fusion,70 Ossington Avenue,Toronto,ON,M6J 2Y7
157,DZkl5MleRKh0isxj1Y2Abg,Chabrol Restaurant,43.67115,-79.3918,935.3794647692768,$$$,3,70,4.0,French,90 Yorkville Avenue,Toronto,ON,M5R 1B9
158,QE1tzFyyyRKV1p7C4LRukQ,Nando's Flame Grilled Chicken,43.6617048,-79.3862897,777.2121995183911,$$,2,189,3.5,Portuguese,832 Bay St.,Toronto,ON,M5S 1Z6
159,iB1iGtTgr3fucKrT9yxinw,Mr.Tonkatsu,43.66434,-79.38454,907.5088403811851,$$,2,62,4.0,Japanese,548 Yonge Street,Toronto,ON,M4Y 1Y8
160,PMACs_KByRaEcVUs9jO_Vg,Latin Taste,43.655127,-79.401609,1023.115401609621,$,1,30,4.5,Latin American,200 Baldwin Street,Toronto,ON,M5T 1L8
161,WP1e-VmnTW2K0A9dMCF10g,Canis,43.6460933596731,-79.4101145473278,2234.8692720210915,$$$,3,67,4.5,Canadian (New),746 Queen Street W,Toronto,ON,M6J 1E9
162,gOvEzwpu3KbW5aJReQzYRg,North Poke,43.65472,-79.4004999,1024.5538672924797,$$,2,182,4.0,Hawaiian,179 Baldwin Street,Toronto,ON,M5T 1L9
163,9Eghhu_LzEJgDKNgisf3rg,SCADDABUSH Italian Kitchen & Bar,43.659095,-79.382915,1128.9803111786068,$$,2,425,3.5,Wine Bars,382 Yonge Street,Toronto,ON,M5B 1S8
164,abWt3B-dvJ1oVj83ebYoyg,Rickshaw Bar,43.64678,-79.4049299,1978.5469145295372,$$,2,102,4.0,Tapas/Small Plates,685 Queen Street W,Toronto,ON,M6J 1E6
165,G8qvbhfbCyMAeZzYrbmZxA,Carmen,43.6448801059488,-79.4158409535885,2609.37597060967,$$$,3,144,4.0,Spanish,922 Queen Street W,Toronto,ON,M5T 2L9
166,Qqm3yVcqTbC1IOKu0TG2nQ,Dal Moro's Fresh Pasta To Go,43.66684,-79.38503,933.2427568066921,$$,2,143,3.5,Italian,605 Yonge Street,Toronto,ON,M4Y 1Z5
167,aZvpusVrq7hn0PhhaPyhAg,SARA,43.64519,-79.40062,2049.120641395242,NO $,0,27,3.5,Canadian (New),98 Portland Street,Toronto,ON,M5V 2N2
168,fZDNuuFSnCtcXI3_RAFcSQ,Ozzy's Burgers,43.65527,-79.40261,1050.2834893038666,$$,2,90,4.0,Burgers,66 Nassau St,Toronto,ON,M5T 1M5
169,lDpVyjENOz_qbxbRoyBi8w,Black Camel,43.677122232751,-79.389209714264,1625.7911389514977,$,1,323,4.5,Sandwiches,4 Crescent Road,Toronto,ON,M4W 1S9
170,LBQD0H2109oltJNF1raLWA,The Haam,43.64743,-79.39308,1778.9511349704344,$$,2,132,4.0,Japanese,342 Adelaide St W,Toronto,ON,M5V 1R7
171,rO3lZpVSoRMhhd0AEJBjlg,Sunrise House,43.66401,-79.41561,1608.243911119556,$,1,195,4.0,Korean,661 Bloor Street W,Toronto,ON,M6G 1L1
172,w5-llUi5t59YZRI_dOSi0w,Library Bar,43.646075,-79.381821,2214.935122506882,$$$,3,95,4.0,Lounges,The Fairmont Royal York,Toronto,ON,M5J 1E3
173,4MQaqhBUJCpghGukSWNq7w,The Loose Moose,43.64522,-79.38385,2219.88797998324,$$,2,355,3.5,Sports Bars,146 Front Street West,Toronto,ON,M5J 1G2
174,D-8yidw7FLKKQpciKJSd2g,The Burgernator,43.6556342,-79.4024449,1008.0355649879868,$$,2,319,4.0,Burgers,269 Augusta Avenue,Toronto,ON,M5T 1M5
175,2gDHQELrlq3jVuZZfJeWUg,Chop Chop,43.6519395,-79.40702,1554.9228109959452,$,1,58,4.0,Chinese,771 Dundas Street W,Toronto,ON,M6J 1T9
176,SW6ZQk22G1_CV81_gfnvNQ,La Carnita,43.656012010874,-79.4096839427948,1384.6159415750326,$$,2,482,3.5,Mexican,501 College Street,Toronto,ON,M5S 2K2
177,K3NW8TEu4QRQvFvHer8v4A,Joso's,43.6751099,-79.39607,1310.2088002700746,$$$,3,140,4.5,Seafood,202 Davenport Road,Toronto,ON,M5R 1J2
178,-ICGmF2qUVKdvOehVNgPbg,Lamesa Filipino Kitchen,43.647069,-79.404677,1941.3671797289023,$$,2,285,4.0,Filipino,669 Queen Street W,Toronto,ON,M6J
179,o6Yor6ofIw2TqM3mN28Kzg,Tacos El Asador,43.6636499,-79.41686,1706.7646486005447,$,1,275,4.0,Mexican,689 Bloor Street W,Toronto,ON,M6G 1L2
180,vO4rIXzsK3aWn1EZ4cHwXQ,Mother Tongue,43.64739,-79.39327,1779.7713485983745,NO $,0,29,4.0,Cocktail Bars,348 Adelaide Street W,Toronto,ON,M5W 1R7
181,txu9xTY-ux48HS8m7eUofw,M'Zaar Restaurant,43.6672475,-79.3855441,928.9158646948364,$,1,117,4.0,Lebanese,668 Yonge Street,Toronto,ON,M4Y 2A6
182,oJSa5HCiZXKLXxggQmecEQ,Campagnolo,43.65176,-79.40951,1698.5468035518836,$$$,3,214,4.0,Tapas/Small Plates,832 Dundas Street W,Toronto,ON,M6J 1V3
183,xwmwTpzw9XSwK-UT5Ka3HQ,Bellwoods Brewery,43.64713,-79.42015,2672.480662785334,$$,2,310,4.0,Breweries,124-126 Ossington Avenue,Toronto,ON,M6J 1R5
184,TQp5cls3bgIUZZRSC4g1pQ,Gushi Japanese Street Food,43.65179,-79.40485,1480.9394214486408,$,1,99,4.0,Street Vendors,707 Dundas Street W,Toronto,ON,M5T 2W6
185,iZ_Hdpxqwt3-c6349wXhuA,Jin Dal Lae,43.664166,-79.41517,1568.922167575287,$$,2,49,4.5,Korean,647 Bloor Street W,Toronto,ON,M6G 1L1
186,WRPlRsDK47DFl3dz65zhYg,Pinky's Ca Phe,43.6557045377745,-79.4138196639558,1683.0175989080392,$$,2,123,4.0,Vietnamese,53 Clinton Street,Toronto,ON,M6G 2Y4
187,_T7f2wUgNlJqxsR-cR89SQ,Scaramouche Restaurant Pasta Bar & Grill,43.68155,-79.39991,2049.402125868529,$$$$,4,266,4.5,French,1 Benvenuto Place,Toronto,ON,M4V 2L1
188,Jm_bARKbaZyzoxatBrmZPQ,Chadwick's,43.673524,-79.4118708,1728.9440223724027,$$,2,176,4.0,Canadian (New),268 Howland Avenue,Toronto,ON,M5R 3B6
189,5m2JukTajxMk-qS5W4s-FA,Charidise,43.65592,-79.39315,846.0607284929902,$$,2,171,3.5,Desserts,27 Baldwin Street,Toronto,ON,M5T 1L1
190,jOqh0eVjqtUOpZ9AZgSazA,Grey Gardens,43.6537999,-79.40143,1150.8983984531349,$$$,3,76,4.5,Wine Bars,199 Augusta Avenue,Toronto,ON,M5T 2L4
191,rl137V_5Hx0cJAV4beVdhA,Campechano Taquería,43.64586,-79.40077,1984.3976284828775,$$,2,138,4.0,Mexican,504 Adelaide Street W,Toronto,ON,M5V 1T4
192,HFPovXxiMQ451N80-E-vyQ,Emporium Latino,43.65485,-79.40182,1063.758434757292,$,1,62,4.0,Latin American,243 Augusta Ave,Toronto,ON,M5T 2L8
193,NoT7u2QNEvsVbH9MIzAzlw,Si Lom Thai Bistro,43.66503,-79.38082,1213.3437995590411,$$,2,119,4.0,Thai,534 Church Street,Toronto,ON,M4Y
194,OSF8Iy5Xq-hAN4-zhDVS4w,Bar Reyna,43.6700299,-79.39335,777.2895025571326,$$,2,95,3.5,Mediterranean,158 Cumberland Street,Toronto,ON,M5R 1A8
195,G1Ce_QBHwT_R8Fc2-ARrwQ,Tachi,43.6502911,-79.3839517,1725.9030718072706,$$$,3,109,4.5,Sushi Bars,Assembly Chef's Hall,Toronto,ON,M5H 2G4
196,hqi9zoHMqpSLy628aHGVOQ,Jumbo Empanadas,43.65487,-79.40188,1063.758434757292,$,1,131,4.0,Latin American,245 Augusta Avenue,Toronto,ON,M5T 1M5
197,KMHh4Ekor5ij1HdCjkPJLA,Hogtown Vegan,43.657019401402,-79.405302554369,1039.3383509297105,$$,2,42,4.5,Vegan,382 College Street,Toronto,ON,M5T 1S7
198,7wE_iSOz62vSXyR7kS7ubg,Pasta Mondo,43.6563212885996,-79.388174302876,982.3532421094142,NO $,0,4,4.5,Italian,525 University Avenue,Toronto,ON,M5G 2L3
199,b4LmLgVdbhM-nc1IZc5Weg,Rodney's Oyster House,43.644948,-79.396846,2040.0858514293861,$$$,3,350,4.0,Seafood,469 King Street W,Toronto,ON,M5V 1K4
200,6HzcFV_bcB3Vv-3eGDHf_A,Four Four South VIllage,43.66232,-79.38376,959.2497542384247,NO $,0,61,3.0,Taiwanese,474 Yonge Street,Toronto,ON,M4Y 1A1
201,0cXP1HGWMtKoxcmUR4KSjg,Kid Lee,43.6487084956596,-79.3814887516685,1982.8914807139843,$$,2,75,4.0,Asian Fusion,100 King Street W,Toronto,ON,M9N 1L3
202,6y-8X9oJI8ZAFqm5NKdGLw,The Shozan Room,43.64791,-79.4205,2615.793698236911,NO $,0,5,5.0,Japanese,164 Ossington Ave,Toronto,ON,M6J 2Z7
203,hDy-uY7Vy_TZdGBzw59lhA,Saku Sushi,43.6482,-79.4003,1733.103891591787,$$,2,429,4.0,Sushi Bars,478 Queen Street W,Toronto,ON,M5V 2B2
204,9LE2yGl23qxitNc9mkpbjA,Fresca Pizza & Pasta,43.65788,-79.40171,777.1028315059158,$,1,102,4.0,Pizza,302 College Street,Toronto,ON,M5T 3M1
205,9tfw-OEfpF0qC2hSzRks6g,Hair of the Dog,43.662946823805,-79.379592870241,1296.5129069470456,$$,2,308,4.0,Pubs,425 Church Street,Toronto,ON,M4Y 2C3
206,txuns3sXXMKhDFN7JlN8gw,Church's Chicken,43.6640876,-79.3840146,939.6639084102222,NO $,0,2,4.0,Fast Food,531 Yonge Street,Toronto,ON,M4Y 1Y5
207,WbS58nfQQZaxWk1BUPBuJQ,The Poke Box,43.6505,-79.37657,2090.8272559163343,$$,2,150,4.5,Salad,36 Toronto Street,Toronto,ON,M5C 2C5
208,YJ05ntGlszxACOD5zn1YjA,The Burger's Priest,43.6485331,-79.3973028,1644.4087682137688,$$,2,353,4.0,Burgers,463 Queen Street W,Toronto,ON,M5V 2A9
209,n2NRR4N-kmeDvhHJivHGkA,Gyu-Kaku Japanese BBQ,43.6515,-79.37482,2119.020780248432,$$,2,155,4.0,Japanese,81 Church Street,Toronto,ON,M5C 2G2
210,1GLyPxQ-dSO76SeoNtjE9Q,Coq of the Walk,43.6563299,-79.40954,1359.6899528023182,$$,2,6,5.0,Brasseries,488 College Street,Toronto,ON,M6G 1A4
211,_8VjsTaiLF2kCwYG_HY5Zw,T-swirl Crêpe,43.66342,-79.38414,931.7906889404279,$,1,80,4.0,Creperies,510 Yonge Street,Toronto,ON,M4Y 1X9
212,Y9LN295xg9dQGBgbtu9Oaw,illstyl3 Sammies,43.6490226373162,-79.3915508687496,1619.7769257612808,$,1,50,4.5,Cheesesteaks,300 Richmond Street W,Toronto,ON,M5V 1X2
213,cQK9M2JAwETQnnBoYyua5A,The Senator,43.65574,-79.37896,1583.6625769921704,$$,2,445,4.0,Lounges,249 Victoria Street,Toronto,ON,M5B 1T8
214,kl2kuAgGZ7tfi9kznMhQNA,Crimson Teas,43.65701,-79.39931,755.0002726187952,$,1,31,4.5,Cafes,415 Spadina Avenue,Toronto,ON,M5T 2G6
215,wcR9Vbwn2EmlSeV7uBUIsA,Hemingway's Restaurant,43.67015,-79.39279,788.7594282967245,$$,2,238,3.0,Bars,142 Cumberland St,Toronto,ON,M5R 1A8
216,aWJEgudoVLnxDqleDveNSg,Helena's Magic Kitchen,43.65355,-79.39014,1174.8338152566503,$,1,23,4.5,American (Traditional),122 St. Patrick St,Toronto,ON,M5T
217,t5wRrTWlUNZkhrHGByqI-w,Sheherzade Persian Grill And Dizi,43.65689,-79.40698,1162.5751277398106,$$,2,96,4.0,Persian/Iranian,422 College St W,Toronto,ON,M5T
218,z8H4Mdzl4jS9pYswj6Jf9w,Buca Yorkville,43.67214,-79.3894,1108.9027007849236,$$$,3,174,3.5,Italian,53 Scollard Street,Toronto,ON,M5R 0A1
219,aRvCyCpwxgIqjXSSZ8pt3g,Mallo,43.6646307,-79.4107376,1218.5999783673144,$,1,31,5.0,Coffee & Tea,785  Bathurst Street,Toronto,ON,M5R 3G3
220,AdS6ZvrSQK10HXY9-Dyi4w,Kimama,43.6457321685341,-79.3898828700185,2006.25155110582,$$,2,15,4.0,Korean,7 Mercer Street,Toronto,ON,M5V 1H2
221,x6fYvse8sBOZf9y8BOZZmA,Mamakas Taverna,43.64596,-79.41986,2741.303709409837,$$$,3,171,4.0,Greek,80 Ossington Avenue,Toronto,ON,M6J 2Y7
222,m2hz26KM3kLN_AS5CcEjPg,East Thirty-Six,43.6484529,-79.3750706,2339.3043979691047,$$,2,164,4.0,Cocktail Bars,36 Wellington Street E,Toronto,ON,M5E 1C7
223,mU4EnLW8Z6GRvA93HSwInQ,Farm'r Eatery & Catering,43.64856,-79.37026,2622.224003545441,$$,2,60,4.5,Canadian (New),140 The Esplanade,Toronto,ON,M5A 4P5
224,bebSq0oaQdgPX4tAPkgDlw,Salad House,43.6695636,-79.3855593,1074.5376741520847,$,1,72,4.5,Salad,13 Hayden Street,Toronto,ON,M4W 3T5
225,nb2Bpt5uGGZvNhnkEGMnpw,The Irv Gastro Pub,43.6635399,-79.3705826,2020.9803702659074,$$,2,103,4.5,Burgers,195 Carlton Street,Toronto,ON,M5A
226,nktQ_aBRp5CmVOkXR0Mz1g,Arisu Korean BBQ & Sushi,43.6651,-79.41265,1381.1469209773895,$$,2,178,3.5,Japanese,584 Bloor Street W,Toronto,ON,M6G 1K4
227,Gc8xWVpbUlBYHAoOT9MTyQ,La Cubana,43.6462083,-79.419674,2705.6626631748695,$$,2,190,4.0,Cuban,92 Ossington Avenue,Toronto,ON,M6J 2Z4
228,Sk0Ycurq7D083Qs8x65b_Q,George,43.65323,-79.37446,2059.39529755805,$$$$,4,244,4.5,Canadian (New),111 Queen Street E,Toronto,ON,M5C 1S2
229,-b-waFIsc6BJdXWOJMRKEQ,Marinellas Italian Restaurant,43.6550764057418,-79.4154641032219,1832.517578718078,$$$,3,129,4.5,Italian,640 College Street,Toronto,ON,M5V 2E8
230,1Fpk8ibHhZYnCw8fnGny8w,Baro,43.64486,-79.39693,2057.482026249024,$$$,3,113,3.5,Latin American,485 King Street W,Toronto,ON,M5V 1K4
231,GW5oBBgoznV97tIap_WRZw,Mi'hito Sushi Laboratory,43.6711378274163,-79.3944513425231,879.9457444373738,NO $,0,4,4.5,Sushi Bars,55 Avenue Road,Toronto,ON,M5G 1C9
232,JJ8ypBu3b--fy4HA5RB1gg,Morton's The Steakhouse,43.6697130529198,-79.3949747085571,718.1298777921567,$$$$,4,101,4.0,Steakhouses,4 Avenue Road,Toronto,ON,M5R 2E8
233,jYIqQ9rovccjFtJhiEWVnQ,Mymy Chicken,43.66618,-79.40718,979.260278493856,$$,2,61,3.5,Korean,394 Bloor Street W,Toronto,ON,M5S 1X4
234,MJH6UDLvXW8ySdp0pWiKQQ,Seoul Food Take-Out,43.6720547517741,-79.3768996372819,1800.1450589482943,$,1,22,4.5,Korean,606 Sherbourne Street,Toronto,ON,M4X
235,o4gB1zWiCHgbjq-tNFRW-g,Panpan Noodle Bar,43.65594,-79.393,840.7232306205099,$,1,59,3.5,Noodles,23 Baldwin Street,Toronto,ON,M5T 1L1
236,tTzQZTrwBgwxMch77nCJfQ,Hibiscus,43.65539,-79.40259,1034.3461389037107,$$,2,246,4.0,Vegan,238 Augusta Avenue,Toronto,ON,M5T 2L7
237,esnvHQxunLTAckQpntqbCg,Stelvio,43.649212,-79.395485,1563.9817931010105,$$,2,98,4.0,Italian,354 Queen Street W,Toronto,ON,M5V 2A5
238,gCbS0X8w7vZ9CLWvMNXocA,Jacques' Bistro Du Parc,43.6700941,-79.3920355,813.508331457084,$$$,3,47,4.0,French,126 Cumberland St,Toronto,ON,M5R 1A6
239,ohEGwJtSqrVd2SD-FKKrUQ,Napoli Centrale,43.6695182,-79.4129745,1552.8739439148794,$$,2,55,4.5,Italian,964 Bathurst Street,Toronto,ON,M5R 3G5
240,DfFpLzaufkkDIEq1M05gVg,Shish Kabab Express,43.6558599,-79.38427,1248.2707343333554,$,1,51,4.0,Halal,112 Dundas Street W,Toronto,ON,M5G 1C3
241,-CLTZ0cO-ooKDDmXHFoGMg,Pi Co,43.66998,-79.38986,882.1894349065127,$$,2,90,4.0,Pizza,1200 Bay Street,Toronto,ON,M5R 2A5
242,Tn8O4tv1U-n0PRC8kbJJPg,Nguyen Huong Food,43.65365,-79.3987,1091.6948162771557,$,1,177,4.0,Bakeries,322 Spadina Avenue,Toronto,ON,M5T 2G2
243,kIdLsbi4wdPZzMYRJmD48g,Harvest Green,43.6461178,-79.3858032,2032.7479136876339,$,1,23,4.5,Canadian (New),200 Wellington Street W,Toronto,ON,M5V 3C7
244,Bppm5wvhLkppQ7cRu83dwg,FAT Lamb Kouzina,43.6725513513524,-79.3878677360848,1208.696126890423,$$,2,86,4.0,Greek,874 Yonge Street,Toronto,ON,M4W 2J1
245,2XUYdiTgCsDE0k61QC422A,Crepes Club,43.6558431,-79.3938967,839.231514527153,$$,2,54,4.0,Ukrainian,49 Baldwin Street,Toronto,ON,M5T 1L3
246,PMWgYeZZdrFacXxaCFvKKw,Casa Fuego,43.6485,-79.3882,1749.6346498017758,NO $,0,12,4.5,Steakhouses,230 Adelaide Street West,Toronto,ON,M5H 3H1
247,DT7iqs2I804ECr9p5VFMrA,Maido Japanese Restaurant,43.6664314,-79.405632,881.6089108886499,$$,2,65,4.0,Japanese,364 Bloor Street W,Toronto,ON,M5S 1X2
248,5oV7oSbo9h4nzWxNfoLc4A,K-Wok,43.6689115417723,-79.3864700943232,971.7616074684211,NO $,0,15,3.5,Korean,730 Yonge Street,Toronto,ON,M4Y 2B7
249,Yw5qYKInQfqekfX1CIxXAA,Vietnam Lovely Noodle,43.66641,-79.40626,911.7747374505001,$$,2,29,4.0,Noodles,378 Bloor Street W,Toronto,ON,M5S 1X2
250,4h0JeXtiLaqqpB-9-V7few,98 Aroma,43.65699,-79.40001,791.5099877060504,$$,2,75,4.0,Chinese,440 Spadina Avenue,Toronto,ON,M5T 2G8
251,fJ-2acaqvWOsujUTAJB-ew,Raijin Ramen,43.66484,-79.38607,805.3345025268113,$$,2,336,3.5,Ramen,24 Wellesley Street W,Toronto,ON,M4Y 2X6
252,cTbFJzHQzFSX-z3JF4abKQ,One Restaurant,43.6708799,-79.39323,862.9328298963376,$$$$,4,183,3.5,Canadian (New),116 Yorkville Avenue,Toronto,ON,M5R 1C2
253,D5TMuuWTBz4I8UJQEVX5Hw,Caffiends,43.6669946,-79.3920457,507.48826599295114,NO $,0,1,5.0,Cafes,91 Charles Street W,Toronto,ON,M5S 1K6
254,JMiaNitMzMbJm6Kh0RbT5A,Canoe,43.646954,-79.382159,2116.9727490677537,$$$$,4,642,4.0,Canadian (New),66 Wellington Street  W,Toronto,ON,M5K 1H6
255,Fx5haZv9PP3E7Ljp-h7B1Q,Eggspectation,43.6532721,-79.3812455,1609.4722853773562,$$,2,550,4.0,Breakfast & Brunch,483 Bay Street,Toronto,ON,M5H 2C9
256,YtfQQHdcQ_bGl2V0Agxw1A,Bindia Indian Bistro,43.6486948,-79.3719955,2503.3778961067383,$$,2,155,4.0,Indian,16 Market Street,Toronto,ON,M5E
257,-OxDX2fPQLYi6ChW2Z6xxQ,Fresh On Bloor,43.666863,-79.4035738,744.3251709062191,$$,2,294,3.5,Vegetarian,326 Bloor Street W,Toronto,ON,M5S 1W5
258,i-Mn8RJw5xUkITQBVvcKcQ,Sofia,43.67076,-79.39183,874.2827758351485,$$$$,4,31,3.0,Italian,99 Yorkville Ave,Toronto,ON,M5R 1C1
259,ynmTXY9yJDiNkO4HUmxRSQ,KaKa All You Can Eat,43.6578757,-79.3843752,1091.411040906287,$$$,3,171,3.5,Japanese,655 Bay Street,Toronto,ON,M5G 2K4
260,Yw7DrirB-4z3EoyuJ5D-QA,Mo' Ramyun,43.65611,-79.39228,848.9145510325949,$$,2,63,3.5,Korean,1 Baldwin St,Toronto,ON,M5T 1L1
261,xrA53WYhRCml2bMfpQ_Hig,La Palma,43.6512699,-79.41009,1766.5728955773384,$$$,3,133,3.5,Italian,849 Dundas Street W,Toronto,ON,M6J 1V6
262,OAMF8Dlk8OwfGG_1HP2ZRw,The Fry,43.6642528082569,-79.3844366446137,912.8341388940728,$$,2,56,3.5,Korean,544 Yonge Street,Toronto,ON,M4Y 1Y8
263,U_jPOTd-Z5KATbTYnDeNxg,Burrito Bandidos,43.6630940440624,-79.3840069720838,941.143485133677,$,1,105,4.0,Mexican,2 Grosvenor Street,Toronto,ON,M4Y 1A8
264,z_twvOBwyGNbuxJhsiJofg,PG Clucks,43.65532,-79.41456,1758.6825758743528,$,1,126,4.0,Sandwiches,610 College Street,Toronto,ON,M6G 1B4
265,tCjlXROlbcaGiBRfU2jaiw,The Keg Steakhouse + Bar - Mansion,43.66683,-79.37788,1483.2349563013634,$$$,3,301,4.0,Steakhouses,515 Jarvis Street,Toronto,ON,M4Y 2H7
266,7ODXq--HE7QpzvWwgk5rMA,Barberian's Steak House,43.6576,-79.38212,1259.4216721151165,$$$$,4,254,4.0,Steakhouses,7 Elm Street,Toronto,ON,M5G 1H1
267,269jIQkeE98UJQUeCgQNuQ,Big Crow,43.6757182,-79.4035656,1521.1130323853838,$$$,3,139,4.0,Canadian (New),176 Dupont Street,Toronto,ON,M5R 2E6
268,ALkOqlWODyxPg5VSp0HLrg,Zakkushi On Carlton,43.66343,-79.37062,2012.5047550986264,$$$,3,273,4.0,Japanese,193 Carlton Street,Toronto,ON,M5A 2K9
269,27_N5P9HZ86IviONPT_twg,Woodlot Restaurant,43.65578,-79.40988,1410.0802297463042,$$$,3,258,4.0,Vegetarian,293 Palmerston Avenue,Toronto,ON,M6J 2J3
270,NFyB1bp9a7tGB2cnSjOUDw,Hogtown Smoke,43.64909,-79.37433,2321.9515097235576,$$,2,49,4.0,Barbeque,55 Colborne Street,Toronto,ON,M5E 1E3
271,ubDO6BYjnPSIZIpWxXGdlQ,Karine's,43.654152,-79.391194,1077.5058544895512,$,1,221,4.0,Breakfast & Brunch,109 McCaul Street,Toronto,ON,M5T 3K5
272,oRy013Ovh_RtEouO-rGX2A,Veggie D'Light,43.6550705,-79.399633,965.6323591401721,$,1,63,4.5,Caribbean,160 Baldwin Street,Toronto,ON,M5T 3K7
273,y9yeMK6N0UINVECI3Ijz3Q,Hot Dog Stand,43.66453,-79.39913,318.705166433029,NO $,0,3,4.0,Hot Dogs,130A St George St,Toronto,ON,M4W 1A7
274,K-tKnqhblGR7K4R3roKmqA,Kanga,43.649907508769,-79.3892604579453,1574.3409838317898,$,1,169,4.0,Australian,65 Duncan Street,Toronto,ON,M5V 1Z4
275,Qmwfg-PtYuCo5Q_IwcA_HQ,JaBistro,43.64989,-79.38821,1618.6768983639784,$$$,3,466,4.0,Japanese,222 Richmond Street W,Toronto,ON,M5V 1W4
