,yelpid,name,lat,lng,distance miles,price rating,price value,review count,review rating,type,address1,city,state,zip
276,K5Q2vkF5UpytV9Q1rB-5Yg,Akira Back,43.64541,-79.3923,2016.7972636586928,$$$$,4,88,4.0,Japanese,80 Blue Jays Way,Toronto,ON,M5V 2G3
277,oZP0Ynj-yHUxJUmY7-HaUA,Rustle & Still Café,43.66457,-79.41304,1407.7458536053337,$,1,78,4.5,Coffee & Tea,605 Bloor Street W,Toronto,ON,M6G 1K6
278,Xw50tINqzrI_BM_x7_IcZA,Crêpes à GoGo Spadina,43.6664590537968,-79.4041928166715,769.061394367173,$$,2,87,4.0,French,750 Spadina Avenue,Toronto,ON,M5S 2J2
279,bl0GSLa6DvLXCvhAw5DVUg,The Pie Commission,43.6509705,-79.4117203,1882.9395637975526,$,1,67,4.5,Fast Food,887 Dundas Street W,Toronto,ON,M6J 1V9
280,Iov02yUKZVj-Z3A3u37ExA,River Tai Restaurant,43.66316,-79.40309,593.305889873344,$,1,16,4.0,Thai,92 Harbord Street,Toronto,ON,M5S 1G5
281,1vqFEbZ4xUsHAbiHmPzuhw,Soufi's,43.64667,-79.4073499,2075.7272474055,$,1,62,4.5,Coffee & Tea,676 Queen Street W,Toronto,ON,M6J 1E5
282,pNlCFEtmyrGMX6dfbPoaXg,Mochica,43.65529,-79.41467,1765.39229048469,$$,2,22,4.0,Peruvian,614 College Street,Toronto,ON,M6G 1B4
283,MUjlAtBNJR--7ai5pITbMg,Bar Mercurio,43.6674817706316,-79.4006463811387,613.7565104638949,$$$,3,44,3.5,Italian,270 Bloor Street W,Toronto,ON,M5S 1V8
284,7ZBh-3wWVQ5zkd6KZytW0g,Cibo Wine Bar,43.67047,-79.3936,817.5801970828082,$$$,3,129,3.0,Wine Bars,133 Yorkville Avenue,Toronto,ON,M5R 1C4
285,KTsMFt_3z3NclQWS8sARmQ,Kushimaru,43.65672,-79.38366,1209.2633866504157,NO $,0,44,3.5,Japanese,64 Edward Street,Toronto,ON,M5G 1C9
286,u71djaZjecGVU1MqMevQ4g,Ristorante Sotto Sotto,43.67374,-79.39646,1164.4490185659363,$$$,3,92,4.0,Italian,120 Avenue Road,Toronto,ON,M5R 2H4
287,Z5kjUEm1A18l864gb3XA8A,Town Crier Pub,43.6481433882002,-79.3901514674822,1740.9939456103023,$$,2,186,4.0,Pubs,115 John St,Toronto,ON,M5V 2E2
288,bo4loBeLwkQqZ7HGrgxXRQ,Trattoria Taverniti,43.65511,-79.41348,1693.9633930294233,$$,2,117,4.0,Italian,591 College Street,Toronto,ON,M6G 1B2
289,MNIIRlWXotubOauSksv9AQ,Akai Sushi,43.66259,-79.40505,759.0248691476186,$$,2,76,4.0,Japanese,168 Major Street,Toronto,ON,M5S 2L3
290,12ZWrbvYEkMr4saLTq_IzQ,Chelsea's,43.6711,-79.37488,1884.3738425105855,NO $,0,1,4.0,Filipino,29 Howard Street,Toronto,ON,M4X 1J6
291,_u1Bq7QsgMUXSMex8QHqLQ,Burrito Boyz,43.648702,-79.388077,1732.868007534152,$,1,403,4.0,Mexican,224 Adelaide Street W,Toronto,ON,M5H 1W7
292,zfQ855VX3SMA_54oVSN5Cw,Fresco's Fish & Chips,43.6538341,-79.4015484,1150.3815873944257,$$,2,325,4.5,Fish & Chips,201 Augusta Avenue,Toronto,ON,M5T 2L4
293,U2fAN5cZTMKm9mvQns-VKw,Planta Queen,43.65082,-79.3878,1519.5784251169566,NO $,0,1,5.0,Vegan,180 Queen Street W,Toronto,ON,M5V 3X3
294,HvkPnvoyyOEesBkZ8gkOIA,Ehwa J Bar,43.667825,-79.385215,983.7079312276989,$$,2,38,4.0,Bars,16 Isabella Street,Toronto,ON,M4Y 2A1
295,cfD9cKtsPGWuoB9QyvWjag,Mandi Guys,43.65651,-79.37859,1573.9658229560819,NO $,0,5,5.0,Halal,98 Bond Street,Toronto,ON,M5B 1C9
296,bNHeKmkBx5emT9xLfdWyjw,Tokyo Sushi,43.6655988169559,-79.3869840388907,747.4654967551438,$$,2,106,4.0,Sushi Bars,33 St Joseph Street,Toronto,ON,M4Y 1J8
297,i_V36U612XnJ5SJAE1OPWw,Apiecalypse Now!,43.663457,-79.4181891,1838.7195507421025,$,1,174,4.5,Pizza,735 Bloor Street W,Toronto,ON,M6G 1L5
298,EA7NU-fwH9VtCCVd3yO1fg,Spot Crepes & Tea,43.6564001432905,-79.3991507040124,813.3112070948605,$$,2,34,4.5,Creperies,385 Spadina Avenue,Toronto,ON,M5T 2G6
299,KVpvE6pOPM9KMvak4HFsNg,Pizzeria Libretto,43.64898,-79.42021,2539.3840789226997,$$,2,529,4.0,Pizza,221 Ossington Avenue,Toronto,ON,M6J 2Z8
300,JXPbwc0LkEJxQstYgb84Zw,Tocino Boys,43.6492443729602,-79.4209552556276,2561.467515307374,$,1,8,4.5,Street Vendors,214 Ossington Ave,Toronto,ON,M6J 2Z9
301,aRqxT28Tdz2aDiZ7Vkyejw,White Brick Kitchen,43.6641761663864,-79.414961199638,1552.2326216946028,$$,2,229,4.0,Breakfast & Brunch,641 Bloor Street W,Toronto,ON,M6G 1L1
302,nER4r71-nLBpy4ZkrsAOYg,Park Hyatt Toronto Kosher Annona Restaurant,43.66919,-79.39471,668.507872081675,$$$$,4,5,5.0,Kosher,4 Avenue Road,Toronto,ON,M5S 1T6
303,4Ua5_CI0rKq3ar5hUTUprw,KINTON RAMEN,43.6603113,-79.3789004,1385.7911292505992,$$,2,170,4.0,Ramen,396 Church Street,Toronto,ON,M5B 2A2
304,H1RPyMTIr3xGD6g0kxvhpg,Brothers,43.6709006518955,-79.3900142982602,963.4297743535193,$$$,3,45,3.5,Wine Bars,1240 Bay Street,Toronto,ON,M5R 2A7
305,XhI9jFlXmT33LQzOHkJrlw,Ken Ho's Snack Service,43.6597099,-79.39711,418.35133017352257,$,1,6,3.0,Food Stands,40 St George St,Toronto,ON,M5S 2E4
306,WVAvGK24DQ9FdsEHBqIygQ,Mi Taco Taqueria,43.65026,-79.38865,1551.7882468626806,$,1,117,4.0,Mexican,247 Queen Street W,Toronto,ON,M5V 1Z4
307,AQJPI5rnkb7pBnBMWtSjvw,The Shore Club - Toronto,43.6456057670746,-79.3865740299225,2097.6863734390527,$$$,3,172,4.0,Seafood,155 Wellington Street W,Toronto,ON,M5V 3H1
308,4EHm8WnFG-AbRpK7w6UEvg,You Don Ya,43.6557137988527,-79.3841209246949,1255.1578066234565,NO $,0,41,3.5,Japanese,108 Dundas St W,Toronto,ON,M5G 1C4
309,5N8R7ALESZ30EoAzVJtabw,The Dirty Bird Chicken + Waffles,43.65475,-79.40037,1036.0787381094271,$$,2,292,3.5,Chicken Shop,79 Kensington Avenue,Toronto,ON,M5T 2K2
310,v_xuLfW7TXBsQctpOuPvQw,Magic Noodle,43.66254,-79.40347,634.9060097334627,$$,2,98,3.0,Chinese,93 Harbord Street,Toronto,ON,M5S 1G4
311,AUejVfLtBF_aOFipdT2Rig,Le Swan,43.6452699,-79.4149,2539.2047336917826,NO $,0,14,4.5,French,892 Queen St W,Toronto,ON,M6J 1G3
312,4KPp6fLU8WJHJ63bxSb3Ww,Country Style Hungarian Restaurant,43.66579,-79.409,1108.5501312815466,$$,2,107,3.5,Hungarian,450 Bloor Street W,Toronto,ON,M5S 1X8
313,Ymy91k8r312xvxzC42b5IQ,Top Gun  Burgers,43.65507,-79.40195,1045.6526606878476,$$,2,148,4.0,Burgers,251 Augusta Avenue,Toronto,ON,M5T 2L8
314,cj_9eTPR0JBqk9qt2VmzFw,Hodo Kwaja,43.66438,-79.41557,1600.9693830082463,$,1,194,4.5,Bakeries,656 Bloor Street W,Toronto,ON,M6G 1K9
315,kGOr_D-LNpgZ2M9N8TT4QQ,La Societe - Toronto,43.6688945457707,-79.3925454416842,674.4079212529921,$$$,3,335,3.0,French,131 Bloor Street W,Toronto,ON,M5S 1M4
316,2SyYW8GiDZsqtPb-aCbosg,Noodle King,43.6514,-79.38312,1630.8953855771733,$,1,79,4.0,Chinese,123 Queen Street W,Toronto,ON,M5H 3M9
317,g3q_9vbAc9N3Cu_bjX3DcA,River Tai,43.6630083323837,-79.4026139751077,556.6122966006579,NO $,0,6,4.0,Chinese,92 Harbord Street,Toronto,ON,M5S 1G5
318,fgTeVSSrqqCR1VDWMUgaKw,Koi Koi Saké Bar,43.65499,-79.40054,1007.9999635378476,NO $,0,36,4.0,Bars,170 Baldwin Street,Toronto,ON,M5T 1L8
319,uG0yvj2JWfCf0eaIgxcwXQ,Our Spot,43.6548261,-79.4007684,1024.135956482677,$,1,125,4.0,Breakfast & Brunch,180 Baldwin Street,Toronto,ON,M5T 1L8
320,pfAoH1_m-Wscl-hLjTN5yQ,Omaw,43.64611,-79.41973,2712.0418145687936,NO $,0,18,4.5,Bars,88 Ossington Ave,Toronto,ON,M6J 2Z3
321,K9OzIb-hRY0VdzLij-5LTw,Adelina Russian Restaurant & Bar,43.66058,-79.41495,1568.9235706225159,NO $,0,2,5.0,Bars,538 Manning Avenue,Toronto,ON,M6G 2V9
322,exysqt4RqxkF9I8Z2NEUsQ,King Taps,43.6490336,-79.3818046,1938.703058952717,$$,2,215,4.0,Lounges,100 King Street W,Toronto,ON,M5X 1A9
323,CNPnbJlMmCx08geOvDmH7A,Blu Ristorante,43.6716078104954,-79.388438500464,1095.346903879224,$$$,3,117,4.0,Italian,17 Yorkville Ave,Toronto,ON,M4W 1L1
324,tE88d-oHmNngAZNdD9EHjg,Avenue Open Kitchen,43.647147,-79.3962388,1796.6169388742396,$,1,108,4.5,Diners,7 Camden Street,Toronto,ON,M5V 1V2
325,ydM0qCPG1cTZvAguCi2ucA,Rhum Corner,43.6508775,-79.4131316,1966.3041306469056,$$,2,108,4.0,Caribbean,926 Dundas Street W,Toronto,ON,M6J 1W3
326,EhvluP_Ion-TmdUpk4OgeA,Hot Box Cafe,43.65448,-79.40224,1106.5934171834733,$,1,29,3.5,Sandwiches,204 Augusta Avenue,Toronto,ON,M5T 2L6
327,T4g4k2OhCTsiqcP-ZXElHQ,Jules Bistro,43.64808,-79.39556,1683.395221156322,$$,2,201,4.0,French,147 Spadina Avenue,Toronto,ON,M5V 2L7
328,ZWpwLKv54BB4nkIpBCVulQ,Oriental Delight,43.6592900311425,-79.3831964582205,1099.4653070264815,NO $,0,1,5.0,Chinese,384 Yonge Street,Toronto,ON,M5G 2K2
329,WN3NSIJQHfxtjf1kV7snVA,Kevin's Taiyaki,43.66381,-79.41621,1655.4544071281668,$,1,60,4.5,Specialty Food,675 Bloor Street,Toronto,ON,M6G 4B9
330,LRRhbtaohbXGMdaJ1yZjbQ,Kinoya Sushi Bar,43.64629,-79.38997,1935.7314505799086,NO $,0,24,4.5,Sushi Bars,293 King Street W,Toronto,ON,M5V 1J5
331,O66Zy8Y13VBm72ZDhS4fIg,Sassafraz,43.6702957,-79.3910686,865.0061444100642,$$$,3,346,3.5,French,100 Cumberland Street,Toronto,ON,M5R 1A6
332,JtrBa5-T6QLXv3y5_ACTkg,Doo Roo Ae,43.6639519,-79.4155197,1603.7203397300461,$$,2,62,4.0,Korean,659 Bloor Street  West,Toronto,ON,M6G 1K9
333,3RlylOY452bA8rwliPUeUQ,Miss Korea,43.669074,-79.385948,1015.5942038294279,$$,2,109,3.0,Korean,687 Yonge Street,Toronto,ON,M4Y 2B2
334,v9P-qBwGI7Axt3-RwcjPQQ,Dublin Calling,43.64832,-79.3891,1757.3805795115109,$$$,3,15,4.0,Chicken Wings,250 Adelaide Street West,Toronto,ON,M5H 1X6
335,nBl_4gw5ecGzNkHyzfii8g,Terroni,43.6507999,-79.3756,2120.1156148458667,$$,2,608,3.5,Italian,57A Adelaide Street E,Toronto,ON,M5C 1K6
336,FyAioPDhzS5IP4a4SXeG-Q,Kasa Moto,43.67063,-79.39274,847.0129634247431,$$$,3,197,3.0,Japanese,115 Yorkville Avenue,Toronto,ON,M5R 1C1
337,dg5hk2uYsxrcLs7St66C_A,Mapo Korean BBQ,43.66411,-79.41674,1695.6563401154413,$$,2,28,3.5,Barbeque,680 Bloor St W，Toronto,Toronto,ON,M6G 1L2
338,A-QlS6_vpJI_Yi67AyNJLw,Schmaltz Appetizing,43.67387,-79.41171,1745.836311334042,$$,2,54,4.0,Delis,414 Dupont Street,Toronto,ON,M5R 1V9
339,BTxJv_Ad8bCxYfbC6w3ugA,Banh Mi Ba Le,43.65289,-79.39915,1196.8819683090828,$,1,37,4.0,Vietnamese,538 Dundas Street W,Toronto,ON,M5T 1H3
340,nwB-uvPpPedy57LbQnlQTw,The Hummussiah,43.6572,-79.37832,1546.1672504131284,NO $,0,16,4.5,Middle Eastern,113 Bond Street,Toronto,ON,M5B 1Y2
341,ovlWOSKVjGecnaPuZLv_OQ,Crown Princess Fine Dining,43.66615,-79.38737,756.4458099554386,$$,2,245,3.5,Dim Sum,1033 Bay Street,Toronto,ON,M5S 3A5
342,zeiaHxtK2fTUz_jlPdIKPQ,Aviv Restaurant,43.6745536,-79.4089837,1647.197686627075,$$,2,77,4.0,Mediterranean,328 Dupont Street,Toronto,ON,M5R 1V9
343,tngl2VZ4VGpK3qFpmU0NMw,Scaddabush,43.6449,-79.38549,2179.4243865054286,$$,2,160,3.5,Italian,200 Front Street W,Toronto,ON,M5V 3K2
344,ieour3mPrdGm1cCg1IwN8w,Kiyo,43.680565,-79.4175732,2605.6246088979005,NO $,0,16,5.0,Japanese,1384 Bathurst Street,Toronto,ON,M5R 3J1
345,W9oSegtf7DYNryRWguaUPg,Yonge Street Warehouse,43.6575498937853,-79.3816474825144,1297.729500828695,$,1,62,2.5,Bars,336 Yonge Street,Toronto,ON,M5B 1R8
346,4FE9FM8uvn9CV76Bxfxogw,T&T Roti Trinidad & Toronto Roti,43.6521961365053,-79.4055628112739,1465.2527849166772,$,1,10,4.5,Caribbean,Market 707,Toronto,ON,
347,p1ohbPwI1QfjHQ2zRup5OA,Caffe Di Portici,43.6726242,-79.3885437,1188.3330253060526,$$,2,74,4.0,Italian,6 Scollard Street,Toronto,ON,M5R 1E9
348,gy5pr5bFAjOL5rERSdMCLg,The Keg Steakhouse + Bar - York Street,43.64964,-79.38402,1753.5888181504056,$$$,3,233,4.0,Steakhouses,165 York Street,Toronto,ON,M5H 3R8
349,9GKi6rHN_0FRdcVahyIOXQ,Oyster Boy,43.6452243474777,-79.4143338791601,2505.1046230633274,$$$,3,174,4.0,Seafood,872 Queen Street W,Toronto,ON,M6J 1G3
350,ZdaZwXC0FByDY3EwNELphw,Union,43.64577,-79.41974,2729.0691777067022,$$$,3,209,4.0,French,72A Ossington Avenue,Toronto,ON,M6J 2Y7
351,15SZ_CzigAyVUbsijFFQJg,Sushi Box,43.66306,-79.38631,754.6602793282244,$$,2,36,4.0,Japanese,891 Bay Street,Toronto,ON,M5S 3K5
352,pSMK_FtULKiU-iuh7SMKwg,Blaze Fast-Fire'd Pizza,43.6565313336776,-79.3800427473602,1466.2193409419372,$$,2,463,4.5,Pizza,10 Dundas Street East,Toronto,ON,M5B 2G9
353,ocLnCE2E29j-CoBQj1yaSA,Cafe Landwer,43.64875,-79.38491,1824.8692776213015,$$,2,106,4.0,Cafes,165 University Avenue,Toronto,ON,M5H 3B8
354,td9FZybutwNG7DgocHCiXA,Lai Wah Heen,43.6546713,-79.386172,1226.1960928252895,$$$,3,195,3.5,Dim Sum,108 Chestnut Street,Toronto,ON,M5G 1R3
355,aIBvcOjkAURJJ-UH0G-s0g,Bitondo's Pizzeria,43.65414,-79.4132,1735.4432412803553,$,1,135,4.0,Pizza,11 Clinton Street,Toronto,ON,M6J 2N7
356,nJBwEYaulNXHPAUP0OBRtg,FIKA,43.6535844,-79.4004303,1142.789996275604,$,1,169,4.0,Coffee & Tea,28 Kensington Avenue,Toronto,ON,M5T 2J9
357,OFAiA6En2HD0CqLkFDCNpg,The Host,43.66991,-79.39578,752.7933477412332,$$,2,106,3.5,Indian,14 Prince Arthur Avenue,Toronto,ON,M5R 1A9
358,GQSmxqRi_s9U9qd5gHLKAw,Duke's Refresher + Bar,43.6590440287003,-79.3830707246871,1119.9471778437305,$$,2,171,4.0,Burgers,382 Yonge Street,Toronto,ON,M5B 1S8
359,QFPS9JBNdOOHVP0C3pSslw,Earls Kitchen + Bar,43.6480134620711,-79.3839246431072,1943.8112254979944,$$,2,388,3.5,Canadian (New),150 King Street West,Toronto,ON,V5H 1J9
360,Iu-I5LHQ4cDuPnG64gC_vA,WVRST Union Station,43.64552,-79.38031,2345.5285422682027,NO $,0,18,4.0,Beer Bar,65 Front Street West,Toronto,ON,M5J 1E6
361,I19KjkRDk4oJ8J2a9Ur2FA,Gordo EX Cafe,43.6722312,-79.4143193,1798.13880503683,$$,2,31,4.0,Venezuelan,1048 Bathurst Street,Toronto,ON,M5R 3G7
362,yQS7bWaBhhGZJ1zeXku4yA,Imm Thai Kitchen,43.65484,-79.41598,1879.9548424297484,$$,2,60,4.5,Thai,651 College Street,Toronto,ON,M6G 1B7
363,Ijh1AcbH-F3CyhYT_5qL8Q,Indian Grill,43.64656,-79.41988,2691.4966352446195,$$,2,69,4.0,Indian,108 Ossington Avenue,Toronto,ON,M6J 2Z4
364,iAe3gkuK7SXVay9T5D4OFw,Ramen Isshin,43.65035,-79.38378,1727.1792559226687,$$,2,56,4.0,Ramen,111 Richmond Street W,Toronto,ON,M5H 3K6
365,KT2E2HQtb0HA0zsjbVp2BQ,STK Toronto,43.6704296,-79.3937833,798.9112313678223,$$$$,4,133,3.0,Steakhouses,153 Yorkville Avenue,Toronto,ON,M5R 1C4
366,bYGn37k0KgleABKMWgjnMw,El Furniture Warehouse - Bloor St,43.6659060524241,-79.4080606117255,1036.0360361992875,$,1,296,3.0,American (Traditional),410 Bloor St West,Toronto,ON,M5S 1X5
367,qQPJ9aTyVa9DGWiLi97g5g,Crepe TO,43.6500840012792,-79.374513477087,2249.015145769695,$$,2,74,4.5,Creperies,52 Church Street,Toronto,ON,M5C 3C8
368,mCNzKFTukMYHkZVRMXIIyw,Sushi On Bloor,43.6653499,-79.40913,1104.0836470578308,$$,2,136,4.0,Sushi Bars,525 Bloor Street W,Toronto,ON,M5S 1Y4
369,zzH3E5DA8eMzFwv2k5izyw,Kensington Sushi Market,43.656036,-79.402388,968.119256437403,NO $,0,13,4.0,Sushi Bars,281 Augusta Avenue,Toronto,ON,M5T 2M1
370,az3kw3vPJmNRS8FYJK2-Ng,Cookie Martinez,43.6514248,-79.4041234,1481.6909227701601,$,1,19,4.5,Colombian,707 Dundas Street W,Toronto,ON,M5T 2W6
371,Rh2smrKvcamnP8VBUgMI0Q,Dim Sum King Seafood Restaurant,43.653324,-79.395372,1106.972044656529,$$,2,233,3.0,Dim Sum,421 Dundas St W,Toronto,ON,M5T 1G6
372,xmSQ5Md_XNzPmSRkilo_2A,Salus Fresh Foods,43.66115,-79.38159,1156.6025866289945,$,1,56,5.0,Salad,25 Carlton Street,Toronto,ON,M5B 1L4
373,UXHlrjrt72KLojnXZsz7gw,Höm Cafe,43.6703244641439,-79.3906142286939,884.2109198352443,$$,2,23,4.0,Cafes,95 Cumberland Street,Toronto,ON,M5R 3N7
374,dA2lVg79LtB5kMyx3dIANg,AAamazing Salad,43.6550092447622,-79.3997564536626,975.3452095550355,$$,2,28,4.0,Salad,160 Baldwin Street,Toronto,ON,M5T 3K7
375,7DiGCzG9-Om3trB5iJYcjw,Kim Vietnamese Restaurant,43.65285,-79.39939,1205.0302190677842,$,1,42,4.0,Vietnamese,546 Dundas Street W,Toronto,ON,M5T 1H3
376,JEXasd9XUHFbt_fIdmdK8g,Restaurant La Banane,43.64904,-79.4203,2532.1256127446563,$$$$,4,107,4.0,French,227 Ossington Avenue,Toronto,ON,M6J 2Z8
377,HkHTdTvzbn-bmeQv_-2u0Q,Bannock,43.65177,-79.3810699,1768.1006830845927,$$,2,508,3.5,Canadian (New),401 Bay Street,Toronto,ON,M5H 2Y4
378,OA1o0ixPWw-maEq2CF1Qag,Kiin,43.647622,-79.3921,1764.667842623138,$$$,3,168,4.0,Thai,326 Adelaide Street W,Toronto,ON,M5V 1R3
379,Dpl8d6eXq-YnF5zEV1cwMw,Poop Cafe,43.66391,-79.41767,1767.6241403798736,$$,2,199,2.5,Desserts,706 Bloor Street W,Toronto,ON,M6G 1L4
380,kaW97gZXyGMdkedZNdQuew,Harbord House,43.6625,-79.40545,791.3650235382725,$$,2,105,3.5,Pubs,150 Harbord Street,Toronto,ON,M5S 1H2
381,7xHhVn27WxjdPNsfLYQz5w,Omg Oh My Gyro,43.6501,-79.39091,1524.7192539171267,$,1,88,4.0,Halal,155 John Street,Toronto,ON,M5V 2Z5
382,lI4azrL2urejaJJX-uJ1-A,ChiChop,43.65872,-79.38214,1191.2693459211407,$$,2,35,3.5,Taiwanese,372 Yonge Street,Toronto,ON,M5G 2K9
383,zKZc8GwCaKbACaV0HZAmpg,Parka Food Co,43.64859,-79.39814,1655.1724029301765,$$,2,47,4.5,Comfort Food,424 Queen Street W,Toronto,ON,M5V 2A7
384,W2NzlS8OJzGfDfr9oRz11Q,Drake One Fifty,43.6493542,-79.3846843,1783.9506253336567,$$$,3,222,3.5,Cocktail Bars,150 York Street,Toronto,ON,M5H 3S5
385,9ooTxMSL0xe1b0RvwTyDgg,Coffee Oysters Champagne,43.64757,-79.38684,1888.9328840760074,NO $,0,24,4.0,Champagne Bars,214 King Street W,Toronto,ON,M5H 3S6
386,QMj3DbUwntH6bTRN6PJ-HA,Nando's,43.64642,-79.40741,2087.713180616376,$$,2,49,3.5,Portuguese,741 Queen Street W,Toronto,ON,M6J 1G1
387,zgQHtqX0gqMw1nlBZl2VnQ,Momofuku Noodle Bar,43.649678,-79.386275,1691.6772159845277,$$,2,943,3.0,Ramen,190 University Avenue,Toronto,ON,M5H 0A3
388,_l3nxDFpmLUMxCQrz1LfBQ,Early Bird Coffee & Kitchen,43.64729,-79.40246,1864.8230076302632,$$,2,225,4.0,Breakfast & Brunch,613 Queen Street W,Toronto,ON,M5V 2B7
389,j76FtDF70w93QKrcnT9AMA,Matahari Grill,43.65582,-79.39355,838.9426908811802,$$,2,71,3.0,Malaysian,39 Baldwin St,Toronto,ON,M5T 1L1
390,3biAdoMqbR3E2tHikgd2kQ,AMA,43.6450416882219,-79.4161209091544,2609.4320457888452,$$,2,37,4.0,Argentine,930 Queen Street W,Toronto,ON,M6J 1G6
391,CJKgffwOSqZ7WpKVruA0xQ,Flock Rotisserie + Greens,43.662574,-79.403622,641.6716364927537,$$,2,55,3.5,Canadian (New),97 Harbord Street,Toronto,ON,M5S 1G6
392,ftvZ6BVmbZndKcVPEdakIQ,Arepa Café,43.6479538470928,-79.4008710352267,1753.7535382431508,$$,2,251,4.0,Venezuelan,490 Queen Street W,Toronto,ON,M5V 2B3
393,c_FTil8s5PS2l_YJDQAXhA,Hogtown Pub & Oysters,43.65482,-79.41497,1815.284739028263,$$,2,54,4.0,Pubs,633 College Street W,Toronto,ON,M6G 3A7
394,2Y-28XrkMeeA4FFvv_73tw,Darvish Restaurant,43.66337,-79.38412,936.6662742519235,$$,2,86,3.5,Persian/Iranian,508 Yonge Street,Toronto,ON,M4Y 1X9
395,Gzt3H_y_kuoIJkV-2EY-RA,Hokkaido Ramen Santouka,43.66539,-79.40882,1087.6673902614334,NO $,0,24,4.0,Ramen,515 Bloor Street W,Toronto,ON,M5S 1Y4
396,sJSRXg48n9MnkGaPjmPmZw,Pi,43.649382168878,-79.3745389580727,2299.166271182041,NO $,0,4,4.5,Pizza,60 Colborne Street,Toronto,ON,M5E 0B7
397,epb_jKqFvo34MoozEM3Qsg,Roti Cuisine of India,43.67479,-79.40836,1636.026114733415,$$,2,94,4.0,Indian,308 Dupont Street,Toronto,ON,M5R 1W1
398,N8jmyJCk-LjO9o1K9UjxNA,Harlem Underground,43.6464195,-79.4070969,2086.481996073266,$$,2,201,3.5,Cajun/Creole,745 Queen Street W,Toronto,ON,M6J 1G1
399,WRj8rLeJpU49wqU9EmZLEg,Fancy Franks,43.65767,-79.40268,839.4269505223211,$$,2,109,3.5,Hot Dogs,326 College Street,Toronto,ON,M5T 1S3
400,EY4xsGDe0euyusOfAb3Cwg,The Fresh Italian Eatery,43.6542188963991,-79.3907314538956,1083.681838114679,$,1,17,4.0,Italian,42-109 McCaul Street,Toronto,ON,M5T 2W7
401,Eoj4-cffvbIQxLTO-C_K0g,Osgoode Hall Restaurant,43.652187,-79.385138,1497.6714850593012,$$$,3,24,4.5,Canadian (New),130 Queen Street W,Toronto,ON,M5H 2N6
402,7N4_jIwfNZr48OGTjwqF-w,Atlas,43.6771569338265,-79.3984616868715,1559.3015281362868,$$$$,4,18,4.0,Moroccan,18 Dupont Street,Toronto,ON,M5R 1V2
403,tK05tv0fKQkhYev9vuHEKg,Corner By Spoon And Fork,43.6715255,-79.3945958,921.585876355385,$,1,7,4.0,Thai,55 Avenue Road,Toronto,ON,M5R 3L2
404,WD2lLI59TpoTQRg4QFNSbg,Gdous Juicy Chicken House,43.6510267,-79.3969914,1366.0272355601408,$,1,48,3.5,Chicken Wings,223 Spadina Avenue,Toronto,ON,M5T 2E2
405,xOpwBftxwEgKYHVrjFi2Mw,Hua Jia Rice Noodle,43.6657330000122,-79.4077175483108,1004.1897867328673,NO $,0,7,4.5,Seafood,487 Bloor St W,Toronto,ON,M5S 1Y2
406,OllK5_S-7svgSwbUfx1xYA,King's Noodle Restaurant,43.6531,-79.3985,1153.8204532365096,$$,2,392,3.5,Chinese,296 Spadina Avenue,Toronto,ON,M5T 2E7
407,wnRM4PgCFRZjQp8tUOUKEQ,Big Trouble Pizza,43.6513281156574,-79.397037869296,1332.9058956639908,$$,2,34,5.0,Pizza,235 Spadina Avenue,Toronto,ON,M5T 2E2
408,ZUJL4EBj7bBYYIQn8J6EVw,Schnitzel Queen,43.6541,-79.37043,2265.809970237888,$$,2,86,4.5,German,211 Queen Street E,Toronto,ON,M5A 1S5
409,iq5tRMXpyiR5s-BzQ-mpWQ,The Vegan Extremist,43.65632,-79.4024,950.024967083242,NO $,0,3,5.0,Vegan,291 Augusta Ave,Toronto,ON,M5T 1N9
410,8VHLeEC7kH6nwn1HnqwMKQ,Dang Good BBQ,43.6617164611816,-79.3908462524414,511.1955222134818,$,1,1,5.0,Food Trucks,,Toronto,ON,M7A
411,UWupVhvb1qWZh8rNowJliQ,Woods Restaurant & Bar,43.6489963,-79.3750324,2299.3462153242654,$$$,3,75,4.0,Canadian (New),45 Colborne Street,Toronto,ON,M5E 1E3
412,sRirP65Q7BSg3Lj9FdkKWQ,Gandhi Cuisine,43.64767,-79.40316,1851.201145403899,$$,2,256,4.0,Indian,554 Queen Street  W,Toronto,ON,M5V 1V2
413,rhyjGfqYlCJoi8Zeulg6QA,Kimchi Korea House,43.65515,-79.38539,1213.414900882719,$$,2,239,3.5,Korean,149 Dundas Street W,Toronto,ON,M5G 1C6
414,ACBFbEW6oa58_RyX9Op-qQ,Seoulicious,43.6653499,-79.38502,885.7609205311503,$$,2,54,3.5,Korean,590 Yonge Street,Toronto,ON,M4Y 1Z3
415,X6ZZksefmR_piQj2Gbnduw,Paldo Gangsan,43.664,-79.41743,1751.761320287128,$,1,67,4.0,Korean,694 Bloor Street  W,Toronto,ON,M6G 1L4
416,D4ETxxeNQEnSw_e1H46DXQ,Monga Fried Chicken,43.6676705557352,-79.3858549810029,930.8008220671492,$$,2,89,3.5,Taiwanese,692 Yonge Street,Toronto,ON,M4Y 2A6
417,VFLf1AnhM_QMnnjZjsVO7Q,Provo FoodBar,43.65445,-79.39178,1032.6703154889353,$$,2,49,3.5,Tapas/Small Plates,308 Dundas Street W,Toronto,ON,M5T 1G4
